source_group	source_file	dataset_hint	cell_marker	line_number	evidence_kind	symbol	confidence	note	snippet
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V4.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1775	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1773:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1774:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1775:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1776:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1777:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V4.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1776	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1774:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1775:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1776:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1777:\n1778:             # The lines below are mostly for printing purposes to do external analysis with PyMol,and ROSETTA"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 7 [code]	831	modified_declayer_message_return	decoder message tensor	direct	DecLayer.forward returns per-edge decoder messages together with updated node state.	"829:\n830:         # ""h_message"" can be returned without dividing by ""self.scale"" also\n831:         return h_V, (h_message/self.scale)\n832:\n833:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 7 [code]	1071	modified_forward_return_log_probs_messages_only	log_probs, decoder_messages	direct	Earlier notebook variant returns log probabilities and decoder messages, but not node embeddings.	1069:         log_probs = F.log_softmax(logits, dim=-1)\n1070:         # messages from the last layer decoder will also be returned for extracting neighbor-attention approximation\n1071:         return log_probs, decoder_messages\n1072:\n1073:
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 13 [code]	1609	neighbor_index_function_definition	return_neighbor_info	direct	Notebook-side helper exposes nearest-neighbor distances and residue indices from coordinates.	1607:     return D_neighbors, E_idx\n1608:\n1609: def return_neighbor_info(X, mask):\n1610:     b = X[:,:,1,:] - X[:,:,0,:]\n1611:     c = X[:,:,2,:] - X[:,:,1,:]
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 13 [code]	1609	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	1607:     return D_neighbors, E_idx\n1608:\n1609: def return_neighbor_info(X, mask):\n1610:     b = X[:,:,1,:] - X[:,:,0,:]\n1611:     c = X[:,:,2,:] - X[:,:,1,:]
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1765	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	"1763:             # get 48 norm values, and fetch out the k highest values from there\n1764:             message_norms = (torch.linalg.vector_norm(x=decoder_messages[0,seq_index,:,:],ord=2,dim=1))\n1765:             local_distances, local_neighbors = return_neighbor_info(X, mask)\n1766:             # ""top_k_attended_neighbor_indices"" is the indices from [0,47] corresponding to the highest attended neighbors\n1767:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1756	center_log_prob_storage	"mut[""log_prob""]"	direct	Center-position log probabilities are stored into the mutation dictionary.	"1754:             log_probs, decoder_messages = mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)\n1755:             # Adding the log_probs to the same inner dictionary where DDG values exist for easier comparison\n1756:             mut[""log_prob""] = log_probs.cpu().data.numpy()\n1757:\n1758:             # the top_k attention weights will be stored here for weighted sum later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1768	topk_message_neighbor_selection	torch.topk(message_norms)	direct	Highest-norm center-to-neighbor message edges are selected.	"1766:             # ""top_k_attended_neighbor_indices"" is the indices from [0,47] corresponding to the highest attended neighbors\n1767:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately\n1768:             top_15_attention_vals, top_15_attended_neighbor_indices = torch.topk(message_norms,k=15)\n1769:             top_10_attention_vals, top_10_attended_neighbor_indices = torch.topk(message_norms,k=10)\n1770:             top_5_attention_vals, top_5_attended_neighbor_indices = torch.topk(message_norms,k=5)"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1769	topk_message_neighbor_selection	torch.topk(message_norms)	direct	Highest-norm center-to-neighbor message edges are selected.	"1767:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately\n1768:             top_15_attention_vals, top_15_attended_neighbor_indices = torch.topk(message_norms,k=15)\n1769:             top_10_attention_vals, top_10_attended_neighbor_indices = torch.topk(message_norms,k=10)\n1770:             top_5_attention_vals, top_5_attended_neighbor_indices = torch.topk(message_norms,k=5)\n1771:             # now, using ""local_neighbors"" to get the original indices of the neighbors corresponding to the top_k attended positions"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1770	topk_message_neighbor_selection	torch.topk(message_norms)	direct	Highest-norm center-to-neighbor message edges are selected.	"1768:             top_15_attention_vals, top_15_attended_neighbor_indices = torch.topk(message_norms,k=15)\n1769:             top_10_attention_vals, top_10_attended_neighbor_indices = torch.topk(message_norms,k=10)\n1770:             top_5_attention_vals, top_5_attended_neighbor_indices = torch.topk(message_norms,k=5)\n1771:             # now, using ""local_neighbors"" to get the original indices of the neighbors corresponding to the top_k attended positions\n1772:             # taking both top_5 and top_10 for now"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1883	center_sequence_mutation	S[0,seq_index]	direct	The sequence tensor is edited at the center mutation before mutant neighbor tensors are extracted.	"1881:                 # How, do I only change the amino acids identity in the sequence, but keep the PDB backbone and everything same?\n1882:                 # At first, just try to manipulate the input ""S""\n1883:                 S[0,seq_index] = aa_1_N[alternate_aa]\n1884:                 log_probs, decoder_messages = mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)\n1885:                 # Adding the log_probs to the same inner dictionary where DDG values exist for easier comparison"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1844	neighbor_identity_storage	neighbor_aa_identities	direct	Neighbor amino-acid identity is taken from the sequence string by global neighbor index.	"1842:             # informations are stored serially in the lists\n1843:             for n_ind in mut[""top_15_neighbor_indices""]:\n1844:                 neighbor_aa_identities.append(seq_chain[n_ind])\n1845:                 # Some sequence-input manipulation is done later in this loop, so the wildtype aa is placed in the position, so that\n1846:                 # previous iteration manipulations do not cause trouble in this iteration"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1756	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1754:             log_probs, decoder_messages = mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)\n1755:             # Adding the log_probs to the same inner dictionary where DDG values exist for easier comparison\n1756:             mut[""log_prob""] = log_probs.cpu().data.numpy()\n1757:\n1758:             # the top_k attention weights will be stored here for weighted sum later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1778	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1776:             top_15_closest_neighbor_indices = local_neighbors[0,seq_index,1:16]\n1777:             top_10_closest_neighbor_indices = local_neighbors[0,seq_index,1:11]\n1778:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1779:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1780:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1779	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1777:             top_10_closest_neighbor_indices = local_neighbors[0,seq_index,1:11]\n1778:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1779:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1780:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()\n1781:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1780	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1778:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1779:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1780:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()\n1781:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later\n1782:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1783	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1781:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later\n1782:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1783:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1784:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1785:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1784	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1782:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1783:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1784:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1785:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1786:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1785	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1783:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1784:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1785:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1786:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1787:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1786	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1784:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1785:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1786:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1787:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1788:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1787	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1785:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1786:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1787:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1788:\n1789:             # The lines below are mostly for printing purposes to do external analysis with PyMol,and ROSETTA with Cristina"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1894	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1892:                 # before mutation is the true distribution, and after mutation is the perturbed, that might decide forward vs. reverse KL\n1893:                 # also, consider entropy change\n1894:             mut[""w_n_log_prob""] = neighbor_w_log_probs\n1895:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1896:             mut[""neighbor_aa_identities""] = neighbor_aa_identities"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1895	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1893:                 # also, consider entropy change\n1894:             mut[""w_n_log_prob""] = neighbor_w_log_probs\n1895:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1896:             mut[""neighbor_aa_identities""] = neighbor_aa_identities\n1897:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 14 [code]	1896	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1894:             mut[""w_n_log_prob""] = neighbor_w_log_probs\n1895:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1896:             mut[""neighbor_aa_identities""] = neighbor_aa_identities\n1897:\n1898: # %% cell 15 [code]"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 7 [code]	831	modified_declayer_message_return	decoder message tensor	direct	DecLayer.forward returns per-edge decoder messages together with updated node state.	"829:\n830:         # ""h_message"" can be returned without dividing by ""self.scale"" also\n831:         return h_V, (h_message/self.scale)\n832:\n833:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 7 [code]	1071	modified_forward_return_log_probs_messages_only	log_probs, decoder_messages	direct	Earlier notebook variant returns log probabilities and decoder messages, but not node embeddings.	1069:         log_probs = F.log_softmax(logits, dim=-1)\n1070:         # messages from the last layer decoder will also be returned for extracting neighbor-attention approximation\n1071:         return log_probs, decoder_messages\n1072:\n1073:
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 13 [code]	1609	neighbor_index_function_definition	return_neighbor_info	direct	Notebook-side helper exposes nearest-neighbor distances and residue indices from coordinates.	1607:     return D_neighbors, E_idx\n1608:\n1609: def return_neighbor_info(X, mask):\n1610:     b = X[:,:,1,:] - X[:,:,0,:]\n1611:     c = X[:,:,2,:] - X[:,:,1,:]
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 13 [code]	1609	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	1607:     return D_neighbors, E_idx\n1608:\n1609: def return_neighbor_info(X, mask):\n1610:     b = X[:,:,1,:] - X[:,:,0,:]\n1611:     c = X[:,:,2,:] - X[:,:,1,:]
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	S_2648_or_general_training_notebook	%% cell 15 [code]	1766	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	"1764:             # get 48 norm values, and fetch out the k highest values from there\n1765:             message_norms = (torch.linalg.vector_norm(x=decoder_messages[0,seq_index,:,:],ord=2,dim=1))\n1766:             local_distances, local_neighbors = return_neighbor_info(X, mask)\n1767:             # ""top_k_attended_neighbor_indices"" is the indices from [0,47] corresponding to the highest attended neighbors\n1768:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately"
